ngapak,indonesia,contributor,source_type,source_detail,notes
kertu,kartu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kesambat,gotong royong,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kesel,capek,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kesuh,marah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kesuwun,terima kasih,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ketemu,bertemu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kethok,terlihat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kethul,tumpul,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kethèk,monyet,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ketilem,tenggelam,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ketok,memukul,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
keton,terlihat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ketul,gumpalan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ketungkul,terlalu asyik,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
keweden,takut,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kewut,kusut,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kibul,bohong,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kidul,selatan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kie,ini,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kiler,gelisah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kisruh,ribut,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kiter-kiter,putar-putar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kiting,kepiting kecil,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kiwa,kiri,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kiye,ini,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
klamben,pakaian,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
klambi,baju,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
klamit,salam,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
klari,daun kelapa kering,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
klayaban,keluar rumah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
klenger,pusing,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
klinong,jalan-jalan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kliru,salah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
klise,biasa,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
klonthong,bunyi lonceng,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
klowor,tidak rapi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
klumpuh,jatuh telentang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
klutuk,bunyi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ko,kamu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kobar,terbakar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kobaran,terbakar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kober,sempat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kobong,terbakar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kocak,lucu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kocor,mengalir,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kodhok,katak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kodol,menggeliat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
koh,kakak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kok,kenapa,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kolek,makanan pisang santan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kolong,bawah tempat tidur,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kompak,kompak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
konco,teman,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kondhang,terkenal,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kongkon,menyuruh,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kosod,membersihkan sepatu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kowe,kamu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kraca,keong sawah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
krasa,terasa,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
krikil,kerikil,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
krungkep,jatuh tersungkur,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
krungu,mendengar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kucluk,bodoh,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kudu,harus,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kula,saya,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kulon,barat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kuluh-kuluh,sangat kotor,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kuna,zaman dulu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kungkum,berendam,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kur,hanya,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kutha,kota,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
kuwe,itu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
labuh,mulai,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ladak,galak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
laga,bertanding,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lair,"lahir, lairan–kelahiran",project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lakon,judul,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
laler,lalat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lambé,bibir,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lamod,menjilat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lan,dan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lanang,laki-laki,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
landhep,tajam,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
landhung,menjulur,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
langa,jarang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
langka,tidak ada,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lanting,makanan kecil/camilan dari singkong khas banyumas,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lara,sakit,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lare,anak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
laris,laku,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
larut,larut,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
latar,halaman,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
laut,"selesai kerja, pulang kerja",project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lawang,pintu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lawas,lama,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
layak,pantas,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
layu,layu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lebu,debu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lebur,hancur,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ledig,kering,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
leg,telan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
legan,lega,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
legit,manis,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lejed,sangat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lejèg,sudah longgar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
leleb,seimbang / tidak goyang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lelet,putaran kencang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lempog,lelah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lempogen,"lelah, capek",project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lemu,gemuk,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lemud,nyamuk,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lenga,minyak goreng,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lenggah,duduk,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lengket,melekat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lengo,minyak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lengob,bodoh,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lengser,turun,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lereng,sangat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
leres,benar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
leret,deret,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lesu,lemah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lesung,alat tradisional pengolahan padi/gabah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
letak,posisi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lewat,melalui,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
leweh,lebih,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lewih,sisa,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lincah,lincah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lindung,melindungi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lingir,pinggir,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lingkar,melingkar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lingsir,tengah hari (siang/malam),project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lintang,bintang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lipat,melipat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lirih,lembut,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
liwang-liwung,tidak jelas,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
liwat,lewat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
liya,lain,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
liyane,lainnya,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lobok,longgar / kebesaran,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lodhong,wadah bambu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lodong,mencret,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lodrog,memasak benda padat sampai hancur/larut,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lombo,bohong,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lombok,cabai,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
londohog,jalannya pelan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
longan,kolong (biasanya tempat tidur),project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
longo,melongo,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
longok,menjenguk,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lonjak,melonjak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lor,utara,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
loro,dua,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lorot,jatuh,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
los,bebas,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
luber,meluap,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
luged,mantap,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lunga,pergi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lungguh,duduk,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lungsur,bekas,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
luput,salah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lurus,lurus,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
luyu,sesuai,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lènggèr,tarian tradisional khas banyumas,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lènjèh,centil,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lèpot,sangat kotor,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
lèrèn,berhenti,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mabur,terbang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
maca,membaca,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
macem,macam,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
macul,mencangkul sawah/ladang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
madan,agak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
madan/mandan,agak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
madang,makan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
madani,diomelin,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
madhang,makan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
madhangi,menerangi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
madhep,menghadap,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
madhul,tidak rapi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
madèlih,nyebelin,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
maen,bagus,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mager,malas gerak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
magè,"ayo, mari (ajakan)",project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
maju,maju,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
makaryo,bekerja,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
maling,pencuri,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mamang,ragu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mambrah-mambrah,"berantakan, berserakan",project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mambu,bau,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mampir,singgah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mampu,bisa,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mandan,agak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mandeg,berhenti,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
manga,membuka mulut,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mangan,makan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mangga,"mari, silakan",project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mangkat,berangkat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mangsan,musim,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mangslup,masuk,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
maning,lagi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
manis,manis,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
manjat,"naik (untuk ketinggian, naik pohon dll)",project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
manuk,burung,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
manut,nurut,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mapan,mapan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mara,datang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
marahi,memarahi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
marem,puas,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mareng,kepada,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
maring,ke,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
masak,memasak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
masrah,pasrah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mateng,matang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mathak,melempar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mati,mati,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
maton,pasti,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mau,mau,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mawa,membawa,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mawur,berserakan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mayar,membayar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mayeng,pergi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mayeng-mayeng,sering bepergian,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mayuh,ayo,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mbajug,nakal,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mbalela,membelot,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mbandreng,ingin sekali,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mbaor,meraung,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mbejujag,"kurang ajar, tidak sopan",project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mbejut,nakal,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mbekatek,"kental, lengket, enak rasanya",project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mbekayu,kakak (perempuan),project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mbethil,pelit banget,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mbledug,meledak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mboké,ibunya,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
medhot,membatalkan puasa wajib/sunnah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
medèni,menakutkan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
megat,berpisah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mekar,mekar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
melas,kasihan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
melu,ikut,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
meléd,lidah keluar/menjulur,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
menangi,"ketemu, mengalami",project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mendem,mabuk,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mendhak,naik,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mendhem,menanam,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mendhoan,tempe goreng,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
meneh,lagi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
meneng,diam,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mengko,nanti,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
menyak,menginjak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
menyat,bangun dari duduk,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mercon,petasan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
merem,menutup mata,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
merguyokan,"mengguyokan/menguyokkan (lucu, membuat tertawa)",project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
meriang,sakit,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
merti,membersihkan desa,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
methakil,nakal,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
methuk,menjemput,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
metu,keluar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
midun,turun,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
miki,barusan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mikir,berpikir,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mili,mengalir,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
milu,ikut,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mimik,minum,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mino,mini nopia,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
miring,miring,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mlaku,berjalan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mlayu,lari,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mlebu,masuk,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mlempem,lemas,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mlengos,menghindar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mlipir,menepi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mlumah,terlentang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mlumahke,menidurkan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mlumpat,melompat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
moco,membaca,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
modar,mati,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
